Gene	Patient06_BM	Patient06_CNS	Patient07_BM	Patient07_CNS	Patient08_BM	Patient08_CNS
ZNF337	436	1076	555	806	581	713
FAM182B	0	0	0	0	0	0
LOC101926935	0	0	0	0	0	1
LOC100134868	0	5	5	0	7	0
MIR663AHG	1	1	1	0	1	0
FRG1B	4	3	4	3	4	3
MLLT10P1	6	21	12	10	13	7
REM1	1	1	1	0	1	0
HM13	246	491	245	493	245	494
MCTS2P	0	0	0	0	0	0
HM13-AS1	1	0	0	0	0	0
ID1	0	1	0	4	0	8
COX4I2	0	0	0	0	0	1
BCL2L1	162	475	590	100	755	52
ABALON	2	11	4	6	5	4
TPX2	42	3	19	8	16	13
DUSP15	20	10	3	86	2	208
TTLL9	0	1	0	0	0	0
PDRG1	59	23	24	67	20	104
HCK	95	120	36	374	30	606
TM9SF4	904	891	897	900	896	903
TSPY26P	1	0	0	5	0	9
PLAGL2	27	22	68	7	81	4
POFUT1	6	4	5	4	5	4
KIF3B	33	35	23	53	22	63
ASXL1	634	710	719	610	737	572
NOL4L	570	922	449	1226	429	1383
LOC101929698	0	0	0	0	0	0
C20orf203	1	0	0	2	0	5
COMMD7	123	40	69	80	62	108
DNMT3B	5	0	0	3	0	8
MAPRE1	721	254	623	303	606	326
BPIFB2	0	0	0	0	0	1
CDK5RAP1	11	22	16	14	17	12
SNTA1	1	5	0	16	0	24
CBFA2T2	334	466	165	1084	144	1552
NECAB3	1	0	0	1	0	2
ACTL10	0	2	0	2	0	2
E2F1	0	0	0	0	0	0
PXMP4	9	22	16	12	18	9
ZNF341	0	1	1	0	1	0
ZNF341-AS1	1	0	0	0	0	1
CHMP4B	54	11	24	28	21	42
RALY-AS1	3	3	4	2	4	2
RALY	337	234	140	668	118	1043
MIR4755	0	0	0	0	0	1
EIF2S2	914	405	1048	344	1075	321
ASIP	0	1	0	0	0	0
AHCY	328	222	463	147	494	123
ITCH	1411	1004	1190	1232	1152	1344
MIR644A	0	2	0	1	0	1
DYNLRB1	151	84	156	80	157	79
MAP1LC3A	0	0	0	1	0	2
PIGU	346	110	392	95	402	89
TP53INP2	1	2	0	4	0	5
NCOA6	2928	2410	3103	2248	3138	2183
GGT7	0	2	0	1	0	0
ACSS2	272	111	140	246	123	345
GSS	149	172	82	349	74	471
MYH7B	135	2041	253	965	285	702
TRPC4AP	168	245	76	627	66	935
EDEM2	265	157	317	127	328	116
PROCR	10	6	6	11	5	15
MMP24	38	192	57	119	62	97
MMP24-AS1	14	29	20	19	21	16
EIF6	100	133	92	147	90	153
FAM83C-AS1	0	0	0	0	0	1
FAM83C	0	0	0	1	0	2
UQCC1	485	502	341	766	319	917
GDF5	1	0	1	0	1	1
CEP250	747	965	725	1001	721	1016
C20orf173	10	10	4	28	3	44
ERGIC3	439	146	536	115	557	103
FER1L4	0	1	0	5	0	9
SPAG4	0	0	0	3	0	5
CPNE1	2081	2473	1791	2960	1740	3195
RBM12	879	830	853	860	848	873
NFS1	459	679	484	638	488	622
ROMO1	273	182	251	202	246	211
RBM39	5065	6281	4620	7012	4540	7348
PHF20	922	811	780	991	756	1079
SCAND1	5	0	0	5	0	14
CNBD2	0	0	0	0	0	0
LINC00657	649	656	628	681	625	692
EPB41L1	3	2	2	2	2	2
AAR2	19	5	14	9	13	10
DLGAP4	107	54	38	186	31	315
DLGAP4-AS1	26	12	15	23	13	31
MYL9	3	2	5	1	5	0
TGIF2	28	41	32	35	33	32
C20orf24	30	7	4	63	3	154
SLA2	2	6	2	6	2	6
NDRG3	558	778	647	651	666	604
DSN1	77	82	72	89	71	93
SOGA1	265	257	248	278	245	287
TLDC2	6	36	10	19	12	14
SAMHD1	2167	2111	2854	1516	3009	1318
RBL1	226	89	331	56	356	46
MROH8	0	0	0	1	0	1
RPN2	3601	3532	4567	2656	4779	2353
GHRH	0	0	0	0	0	1
MANBAL	38	27	21	55	19	74
SRC	10	0	0	6	0	20
BLCAP	60	53	77	39	80	34
NNAT	1	0	2	0	2	0
LOC100287792	0	0	0	0	0	0
CTNNBL1	1358	456	950	700	887	840
TTI1	138	68	54	208	45	335
RPRD1B	246	205	234	217	232	222
TGM2	57	5	65	4	67	3
KIAA1755	1	1	1	0	1	0
BPI	0	43	7	0	12	0
SNHG17	355	132	269	185	255	214
SNORA71B	0	0	0	0	0	0
SNORA71A	0	0	0	0	0	0
SNORA71C	0	0	0	0	0	0
SNHG11	0	0	1	0	1	0
RALGAPB	563	451	608	411	617	395
SLC32A1	0	1	0	5	0	10
ACTR5	171	391	82	938	71	1362
PPP1R16B	32	52	5	421	3	1018
FAM83D	13	0	1	4	1	11
DHX35	102	29	76	42	72	49
MAFB	9	20	4	50	3	73
TOP1	2233	1133	3314	705	3573	577
PLCG1-AS1	0	0	0	0	0	0
PLCG1	190	1003	142	1415	135	1638
ZHX3	37	108	48	79	51	69
CHD6	829	1189	997	952	1033	866
SRSF6	10122	7351	11266	6466	11498	6123
L3MBTL1	1009	8789	2434	3058	2879	1952
SGK2	0	2	0	0	0	0
IFT52	24	4	15	8	14	11
MYBL2	345	106	215	188	196	239
GTSF1L	1	0	0	0	0	0
TOX2	204	23	16	459	10	1614
JPH2	0	0	0	2	0	3
OSER1	161	139	198	108	206	97
OSER1-AS1	23	7	9	22	7	36
GDAP1L1	0	2	1	0	1	0
FITM2	1	0	0	1	0	2
HNF4A-AS1	0	0	0	0	0	0
LINC01430	0	0	0	0	0	1
TTPAL	306	610	564	293	634	215
SERINC3	1226	1112	1996	620	2190	484
PKIG	11	3	6	7	5	10
ADA	251	137	128	306	113	430
LINC01260	4	17	14	4	17	2
YWHAB	2691	1569	2274	1920	2202	2092
PABPC1L	7	9	3	24	2	36
TOMM34	222	195	251	168	257	157
STK4-AS1	1	0	0	0	0	0
STK4	1959	1541	2125	1398	2158	1341
KCNS1	40	37	32	49	31	55
PI3	0	2	0	0	0	0
SEMG1	0	1	0	0	0	0
SLPI	0	3	0	0	0	0
MATN4	0	0	0	1	0	2
SDC4	2	6	2	4	3	4
SYS1	9	8	11	7	11	6
TP53TG5	0	0	0	1	0	3
DBNDD2	0	0	0	2	0	3
PIGT	104	192	251	66	297	42
MIR6812	1	1	1	0	1	0
WFDC2	0	0	0	0	0	0
EPPIN-WFDC6	1	1	1	0	1	0
WFDC10B	1	0	1	0	1	0
WFDC3	0	0	0	0	0	0
DNTTIP1	12	11	10	14	9	16
UBE2C	3	0	3	0	3	0
TNNC2	0	0	0	0	0	0
SNX21	0	0	0	1	0	3
ACOT8	0	0	0	0	0	1
ZSWIM3	31	20	25	27	23	31
ZSWIM1	25	12	46	5	52	3
SPATA25	5	5	2	14	2	21
NEURL2	0	0	0	0	0	0
CTSA	466	314	276	589	250	769
PLTP	0	0	0	0	0	0
PCIF1	222	397	243	355	247	339
ZNF335	997	3182	1587	1823	1734	1438
MMP9	0	44	2	1	4	0
SLC12A5	15	2	6	7	5	12
NCOA5	14	9	18	6	19	5
CD40	1	15	4	6	4	4
CDH22	1	1	1	0	1	0
SLC35C2	1271	1166	1156	1306	1136	1370
ELMO2	81	85	28	299	23	509
ZNF334	2	0	1	0	1	0
SLC13A3	0	0	0	0	0	0
TP53RK	1	1	0	3	0	5
SLC2A10	0	1	0	0	0	0
EYA2	0	0	1	0	1	0
ZMYND8	1826	2356	2771	1429	3000	1156
LOC100131496	0	0	0	0	0	0
NCOA3	2064	1417	1999	1472	1987	1496
SULF2	280	5014	153	10346	136	14076
LINC01522	1	1	1	0	1	0
LINC00494	0	0	0	7	0	20
PREX1	1423	1879	739	4120	652	5752
ARFGEF2	1922	1345	1735	1521	1701	1603
CSE1L	1746	666	2117	529	2197	479
STAU1	800	508	806	504	807	502
DDX27	731	803	755	773	759	760
ZNFX1	1684	1780	1613	1874	1600	1915
ZFAS1	172	75	128	108	121	125
SNORD12C	7	2	6	2	6	3
SNORD12B	4	0	1	0	1	0
SNORD12	2	0	0	0	0	1
PTGIS	0	3	0	0	0	0
B4GALT5	242	905	638	283	768	173
SLC9A8	44	64	19	166	17	250
SPATA2	12	7	8	11	8	14
RNF114	207	200	312	122	338	99
SNAI1	123	3	24	26	18	60
TRERNA1	1	0	0	0	0	1
UBE2V1	12	4	5	11	4	16
TMEM189	9	1	2	7	2	13
CEBPB-AS1	0	2	0	2	0	2
CEBPB	0	0	0	1	0	1
LINC01272	10	10	10	10	10	10
PTPN1	139	118	88	206	80	260
MIR645	0	0	0	0	0	0
FAM65C	39	65	53	45	56	39
MIR1302-5	0	0	0	0	0	1
PARD6B	2	15	10	3	12	1
BCAS4	1	1	0	1	0	1
ADNP	1351	1527	1787	1092	1885	947
ADNP-AS1	2	0	1	1	0	1
DPM1	10	18	24	6	28	4
MOCS3	4	0	1	1	0	3
KCNG1	0	0	0	0	0	0
NFATC2	375	476	495	342	522	297
ATP9A	9	9	5	17	4	23
SALL4	0	0	0	0	0	0
ZFP64	8	3	4	7	3	11
TSHZ2	1	22	7	3	10	1
LOC101927770	6	11	4	18	4	22
ZNF217	1587	736	1724	667	1752	639
SUMO1P1	0	7	0	0	0	0
BCAS1	1	1	1	0	1	0
PFDN4	25	19	47	9	53	6
FAM210B	35	25	44	19	46	17
AURKA	63	5	75	4	77	4
CSTF1	1524	1059	1146	1490	1086	1723
CASS4	0	3	1	0	1	0
RTFDC1	681	475	580	575	563	624
GCNT7	3	8	5	4	5	3
FAM209A	1	0	0	1	0	3
FAM209B	1	0	0	1	0	3
TFAP2C	1	1	1	0	1	0
BMP7	1	2	1	2	1	2
RAE1	14	24	23	13	25	10
MTRNR2L3	3	0	0	2	0	5
RBM38	287	52	69	289	52	597
CTCFL	3	6	4	5	4	5
ZBP1	12	6	2	49	1	113
PMEPA1	0	0	0	0	0	0
NKILA	0	0	0	2	0	4
ANKRD60	0	0	0	0	0	1
PPP4R1L	39	211	26	333	24	404
RAB22A	1139	731	1096	766	1087	782
VAPB	599	566	793	405	836	351
APCDD1L	0	1	0	3	0	4
APCDD1L-AS1	0	0	0	0	0	1
LOC79160	0	0	0	0	0	0
STX16	1314	1810	1197	2024	1176	2123
STX16-NPEPL1	0	0	0	1	0	1
NPEPL1	4	1	2	4	1	6
GNAS	11681	4769	12769	4286	12987	4096
LOC101927932	0	0	0	0	0	0
NELFCD	987	831	649	1373	599	1700
CTSZ	11	9	5	24	4	35
TUBB1	7	31	12	17	13	13
ATP5E	7	4	16	1	18	1
SLMO2	295	53	277	57	274	58
ZNF831	30	22	11	69	9	112
PHACTR3	0	0	0	0	0	0
SYCP2	0	0	0	0	0	0
FAM217B	436	385	371	468	360	508
PPP1R3D	3	3	0	14	0	27
CDH26	0	1	0	1	0	1
C20orf197	0	0	0	0	0	0
LOC729296	2	4	3	4	3	4
MIR646HG	0	1	0	4	0	6
MIR646	0	0	0	0	0	1
CDH4	0	0	0	0	0	0
TAF4	201	99	163	128	157	142
LSM14B	14	18	15	16	16	15
PSMA7	1367	558	1013	799	956	932
SS18L1	2	3	3	2	3	2
MTG2	65	95	43	153	40	187
OSBPL2	258	344	280	312	285	299
ADRM1	33	22	26	29	25	33
LAMA5	2	1	0	12	0	29
RPS21	736	540	838	462	859	432
CABLES2	0	0	0	0	0	0
SLCO4A1	3	9	0	38	0	69
NTSR1	20	2	4	14	3	29
LINC00659	0	0	0	0	0	0
MRGBP	227	53	54	298	41	619
OGFR-AS1	1	0	0	0	0	1
OGFR	1	3	1	6	1	7
COL9A3	0	0	0	0	0	0
TCFL5	795	356	254	1392	205	2485
DPH3P1	7	28	13	13	15	10
DIDO1	722	750	560	1017	533	1158
GID8	144	121	219	73	237	59
SLC17A9	2	7	1	16	1	23
BHLHE23	0	0	0	0	0	1
LOC63930	0	0	0	0	0	1
HAR1B	0	1	0	4	0	8
HAR1A	9	16	2	64	2	113
YTHDF1	241	306	168	471	157	566
BIRC7	13	13	11	16	10	18
NKAIN4	0	0	0	0	0	1
ARFGAP1	53	134	50	143	49	146
KCNQ2	7	17	4	30	3	38
EEF1A2	0	0	0	1	0	2
PPDPF	79	6	51	11	47	14
PTK6	2	0	0	2	0	5
SRMS	0	0	0	1	0	2
C20orf195	1	0	0	1	0	1
HELZ2	28	864	83	240	102	139
GMEB2	5	13	7	11	7	10
STMN3	359	178	172	430	150	624
RTEL1	6	2	1	11	1	19
ARFRP1	7	15	3	34	3	49
ZGPAT	0	0	0	2	0	6
LIME1	0	2	0	2	0	2
SLC2A4RG	6	5	2	14	2	22
ZBTB46	24	20	6	90	5	169
ZBTB46-AS1	0	0	0	0	0	0
ABHD16B	0	0	0	1	0	2
TPD52L2	253	247	275	224	280	215
DNAJC5	25	28	11	74	9	113
MIR941-1	0	0	0	0	0	1
UCKL1	236	205	102	558	87	854
MIR647	0	1	0	0	0	0
UCKL1-AS1	132	788	154	658	158	609
ZNF512B	35	121	12	398	10	658
SAMD10	1	0	0	1	0	3
PRPF6	318	397	289	445	284	467
LINC00176	1	1	0	2	0	3
SOX18	0	0	0	1	0	2
TCEA2	1	0	0	2	0	4
RGS19	129	76	65	174	57	247
MIR6813	0	0	0	0	0	1
OPRL1	0	0	0	1	0	1
LKAAEAR1	0	0	0	0	0	1
MYT1	2	2	3	1	4	0
PCMTD2	441	510	433	522	431	528
LINC00266-1	0	2	0	0	0	0
TEKT4P2	6	10	8	7	8	6
TPTE	1	1	1	0	1	0
BAGE	4	4	3	5	3	5
ANKRD30BP2	7	7	7	7	8	6
ANKRD20A11P	12	10	7	18	7	23
LIPI	0	3	0	0	1	0
ABCC13	10	6	24	1	28	1
HSPA13	770	513	1053	352	1118	300
SAMSN1	70	236	71	235	71	234
SAMSN1-AS1	1	0	0	0	0	0
LOC388813	0	0	0	0	0	0
NRIP1	848	458	385	1182	331	1768
USP25	1221	737	924	1030	876	1188
MIR99AHG	1	1	2	1	2	0
CXADR	0	1	0	1	0	1
BTG3	2	0	4	0	4	0
C21orf91-OT1	5	4	4	5	3	6
C21orf91	37	15	35	17	34	17
CHODL-AS1	1	1	1	0	1	0
CHODL	2	1	1	3	1	4
TMPRSS15	100	374	58	716	52	944
LINC00320	5	7	11	2	13	1
NCAM2	7	6	3	15	3	22
LOC101927869	1	1	1	0	1	0
LOC339622	14	12	9	21	8	28
LINC00158	2	2	3	1	3	1
MIR155HG	1	3	2	1	3	1
LINC00515	0	0	0	0	0	0
MRPL39	232	301	242	286	244	280
JAM2	10	4	9	5	8	5
ATP5J	285	210	434	127	470	103
GABPA	89	38	92	37	92	36
APP	129	2050	187	1314	201	1088
ADAMTS1	0	16	4	0	7	0
ADAMTS5	4	6	10	2	12	1
LOC284825	1	1	1	0	1	0
LINC00161	20	15	10	37	8	53
N6AMT1	11	35	30	11	36	7
LTN1	316	338	282	388	276	411
RWDD2B	10	4	17	2	19	1
USP16	735	716	909	554	946	497
CCT8	2236	1287	1751	1726	1671	1956
MAP3K7CL	19	53	27	35	29	29
BACH1	1235	695	1122	779	1101	819
BACH1-IT2	0	17	2	3	3	1
GRIK1	1	9	4	2	5	1
GRIK1-AS2	0	2	0	0	0	0
KRTAP13-1	1	1	1	0	1	0
TIAM1	195	130	82	365	70	565
SOD1	163	260	324	114	369	80
SCAF4	983	677	379	2123	316	3451
HUNK	0	0	0	3	0	5
LINC00159	0	0	0	0	0	0
MIS18A	225	72	181	94	173	106
MRAP	3	2	2	2	2	3
URB1	544	343	421	466	401	531
SNORA80A	0	0	0	0	0	0
URB1-AS1	3	9	4	7	4	7
EVA1C	0	80	2	24	2	14
TCP10L	0	0	0	0	0	1
C21orf59	604	104	212	364	174	620
SYNJ1	264	157	109	455	92	714
PAXBP1-AS1	7	20	7	20	7	20
PAXBP1	535	944	384	1401	361	1657
C21orf62-AS1	5	6	7	4	7	3
C21orf62	36	125	81	47	95	31
OLIG2	0	1	1	0	1	0
OLIG1	0	0	0	0	0	0
LOC101928107	0	0	0	0	0	0
LINC01548	1	1	2	1	2	0
IFNAR2	222	330	186	408	180	446
IL10RB-AS1	1	0	0	0	0	1
IL10RB	335	695	334	697	334	698
IFNAR1	974	604	655	971	608	1189
IFNGR2	355	1202	361	1177	362	1166
TMEM50B	841	834	839	836	839	837
DNAJC28	190	79	33	637	23	1540
GART	284	341	534	160	602	116
SON	9352	8271	7573	10653	7274	11863
DONSON	156	133	69	351	59	530
CRYZL1	201	209	300	129	323	105
ITSN1	74	113	25	400	20	683
ATP5O	1755	932	1998	798	2047	747
LINC00649	262	2975	649	1004	771	633
MRPS6	93	27	35	89	29	147
SLC5A3	220	642	387	327	431	245
LINC00310	1	15	1	13	1	12
KCNE2	0	0	0	1	0	2
SMIM11	6	13	11	7	12	5
C21orf140	0	0	0	0	0	1
KCNE1	0	2	0	1	1	0
RCAN1	17	21	11	36	10	45
CLIC6	6	10	7	7	8	7
LINC01426	23	13	8	45	6	75
RUNX1	1286	621	1203	672	1188	696
RUNX1-IT1	260	957	557	385	643	261
SETD4	203	303	156	415	148	474
LOC100133286	0	0	0	0	0	1
CBR1	120	250	108	282	106	298
CBR3-AS1	1	0	0	2	0	3
CBR3	0	0	0	1	0	2
DOPEY2	219	367	194	425	189	453
MORC3	3711	3905	3775	3826	3787	3793
CHAF1B	4	1	2	4	1	6
SIM2	0	4	0	4	0	4
HLCS	370	2825	430	2361	442	2188
RIPPLY3	0	0	0	2	0	3
LOC105372795	1	0	0	0	0	0
PIGP	8	5	5	8	4	10
TTC3	2954	2870	2387	3706	2292	4132
DSCR9	0	5	0	3	0	2
DSCR3	640	643	634	651	632	655
DYRK1A	524	370	697	262	737	226
DSCR4	1	1	1	0	1	0
DSCR10	1	1	1	0	1	0
KCNJ15	0	9	0	0	0	0
ERG	9826	11592	11127	9987	11394	9374
LINC00114	58	45	54	49	54	50
ETS2	1453	717	815	1433	730	1923
LOC101928398	0	0	0	1	0	2
LOC400867	0	0	0	0	0	1
LOC101928435	0	0	0	0	0	0
PSMG1	556	436	617	385	629	365
BRWD1	1460	2010	1148	2682	1097	3032
BRWD1-IT2	3	0	0	7	0	17
BRWD1-AS1	2	4	3	3	3	3
HMGN1	1306	1312	1094	1621	1058	1773
WRB	39	15	36	16	36	17
LCA5L	2	0	0	1	0	3
SH3BGR	2	0	0	1	0	3
PCP4	4	4	9	1	10	0
BACE2	0	5	1	2	1	1
PLAC4	2	1	3	0	3	0
FAM3B	0	1	0	6	0	11
MX2	2935	10246	3315	8852	3393	8319
MX1	7779	24819	7275	26892	7183	27825
TMPRSS2	23	25	11	57	10	82
LINC00479	1	1	1	0	1	0
RIPK4	0	0	0	0	0	0
PRDM15	6	17	11	8	12	6
C2CD2	32	115	42	82	44	71
ZBTB21	20	33	25	26	26	23
ZNF295-AS1	2	0	0	1	0	3
UMODL1	3	0	0	2	0	7
UMODL1-AS1	1	0	0	2	0	5
ABCG1	256	196	94	653	77	1088
UBASH3A	3	121	27	11	40	4
RSPH1	2	0	1	0	1	0
SLC37A1	101	57	70	89	66	107
PDE9A	3	86	4	74	4	69
WDR4	204	1294	324	742	354	585
NDUFV3	171	228	277	128	304	100
ERVH48-1	1	0	0	0	0	1
PKNOX1	956	922	763	1209	731	1357
CBS	0	4	0	1	0	0
U2AF1	86	108	111	80	117	70
CRYAA	0	1	0	5	0	9
LINC00322	0	0	0	2	0	3
TCONS_00029157	1	0	0	18	0	63
SIK1	204	112	52	580	40	1162
LINC00319	0	1	0	10	0	21
LINC00313	0	0	0	1	0	2
HSF2BP	6	0	4	0	3	1
MIR6070	0	0	0	0	0	0
RRP1B	1030	459	676	760	624	942
PDXK	20	630	69	150	86	81
CSTB	344	244	265	333	252	381
RRP1	18	42	8	100	7	144
AATBC	46	21	15	79	12	136
AGPAT3	1778	2904	780	7800	666	11870
TRAPPC10	450	599	424	643	419	663
PWP2	83	66	41	154	35	221
C21orf33	2761	6828	3033	6101	3088	5816
ICOSLG	20	31	6	109	5	184
DNMT3L	0	0	0	0	0	1
AIRE	0	0	0	0	0	0
PFKL	295	426	150	956	132	1347
C21orf2	372	583	201	1212	179	1655
TRPM2	170	164	40	923	30	1920
TRPM2-AS	2	1	1	3	1	5
LRRC3-AS1	1	2	0	7	0	11
LRRC3	0	2	0	2	0	3
TSPEAR-AS1	6	2	2	6	2	9
TSPEAR-AS2	45	34	23	77	20	109
KRTAP10-2	1	1	0	2	0	3
KRTAP10-6	0	0	0	2	0	3
KRTAP12-4	0	0	0	1	0	2
KRTAP12-3	6	13	4	20	4	24
KRTAP12-2	0	0	0	1	0	2
KRTAP12-1	1	1	1	0	1	0
UBE2G2	3520	3186	3263	3489	3216	3627
LINC01424	0	0	0	1	0	2
SUMO3	268	229	423	132	461	105
PTTG1IP	475	547	349	791	329	926
ITGB2	1937	15739	2193	13564	2245	12734
ITGB2-AS1	27	678	29	627	29	607
LINC01547	1	7	0	10	0	12
FAM207A	0	0	0	0	0	0
LINC00163	0	0	0	0	0	1
LINC00162	0	0	0	0	0	0
SSR4P1	1	0	0	0	0	2
ADARB1	12	9	13	8	13	8
POFUT2	187	688	226	549	234	499
LOC642852	0	1	0	4	0	5
COL18A1	16	24	2	175	1	399
COL18A1-AS1	4	4	4	4	4	4
SLC19A1	6	2	2	6	2	10
LOC100129027	0	0	0	0	0	0
PCBP3	1	0	0	0	0	0
COL6A1	2	0	2	0	2	1
COL6A2	0	3	0	0	0	0
FTCD	0	0	0	0	0	1
SPATC1L	1	0	0	3	0	6
LSS	32	57	13	160	11	247
MCM3AP-AS1	30	367	138	60	185	27
MCM3AP	970	1236	728	1743	690	2017
YBEY	24	3	13	7	12	9
C21orf58	697	84	289	242	245	379
PCNT	973	1167	869	1335	851	1413
DIP2A	953	1983	549	3843	494	5090
DIP2A-IT1	40	15	15	49	12	81
S100B	1	0	0	0	0	0
PRMT2	382	1581	510	1119	539	966
CCT8L2	0	0	0	0	0	0
TPTEP1	11	5	24	1	28	1
ANKRD62P1-PARP4P3	15	8	21	5	23	4
XKR3	0	0	0	0	0	0
IL17RA	912	1457	726	1918	694	2155
CECR6	16	6	9	12	8	15
LOC100996342	0	0	0	1	0	2
CECR5	28	22	10	70	9	113
CECR1	786	310	461	588	416	771
CECR3	1	0	1	0	1	0
CECR2	5	0	4	0	3	0
SLC25A18	1	0	0	1	0	1
ATP6V1E1	1212	899	1847	542	2001	437
BCL2L13	1754	1336	1223	2057	1142	2472
BID	981	581	1062	528	1078	507
MIR3198-1	0	3	0	0	0	0
LINC00528	204	309	172	379	166	414
MICAL3	323	379	629	170	715	121
MIR648	0	0	0	0	0	1
PEX26	6	5	6	6	6	6
TUBA8	4	0	1	3	0	5
USP18	1619	801	1331	1013	1282	1119
DGCR6	5	11	4	13	4	14
DGCR9	2	31	1	46	1	54
DGCR10	0	0	0	1	0	2
DGCR2	15	6	8	14	7	19
DGCR11	0	2	0	2	0	2
DGCR14	0	0	0	1	0	1
LINC01311	0	2	0	0	0	0
SLC25A1	2	1	0	4	0	7
CLTCL1	41	377	110	116	132	70
HIRA	4	6	4	5	5	5
MRPL40	47	3	23	8	20	12
C22orf39	42	27	30	42	28	50
UFD1L	11	11	14	7	15	6
CDC45	39	5	66	2	73	1
CLDN5	2	5	0	44	0	104
SEPT5-GP1BB	0	2	0	0	0	0
TBX1	0	0	0	0	0	0
GNB1L	1	0	0	3	0	9
C22orf29	380	915	565	569	610	465
TXNRD2	5	3	2	9	1	14
COMT	1142	734	821	1089	771	1289
MIR4761	0	0	0	0	0	0
ARVCF	1	0	0	2	0	2
TANGO2	205	339	385	160	433	116
DGCR8	6	8	12	3	13	2
TRMT2A	39	72	24	123	22	155
RANBP1	395	276	379	290	376	296
ZDHHC8	21	20	8	57	7	88
LOC388849	0	0	0	1	0	2
LOC284865	1	0	1	0	1	0
LINC00896	0	12	2	3	2	1
RTN4R	0	0	0	0	0	0
DGCR6L	0	0	0	1	0	4
TMEM191B	0	0	0	0	0	0
PI4KAP1	26	14	4	124	2	306
RIMBP3	6	0	1	5	0	11
ZNF74	1	2	0	5	0	7
SCARF2	2	0	1	1	0	2
KLHL22	70	205	68	210	68	212
MED15	173	125	62	425	51	715
POM121L4P	0	0	0	0	0	1
TMEM191A	0	0	0	0	0	0
PI4KA	1310	1154	748	2259	672	3005
SERPIND1	1	17	8	2	11	0
SNAP29	271	188	282	179	285	176
CRKL	1736	1773	1930	1561	1970	1478
LZTR1	268	539	235	631	229	675
THAP7	2	5	2	5	2	5
THAP7-AS1	6	0	2	3	1	7
TUBA3FP	1	2	1	2	1	2
P2RX6	0	0	0	1	0	2
LRRC74B	0	0	0	0	0	0
BCRP2	36	20	27	29	25	33
FAM230B	0	0	0	0	0	0
POM121L8P	0	0	1	0	1	0
HIC2	14	29	14	30	14	31
TMEM191C	0	1	0	0	0	0
PI4KAP2	34	6	6	50	4	120
UBE2L3	4520	3247	4079	3673	3999	3871
YDJC	25	22	7	90	6	162
CCDC116	0	0	0	0	0	1
SDF2L1	7	2	5	4	4	4
PPIL2	79	123	69	145	67	155
YPEL1	198	444	305	265	331	212
MAPK1	1421	1198	1645	1005	1691	933
PPM1F	54	56	38	84	36	100
TOP3B	703	824	570	1059	548	1179
VPREB1	3378	1450	2868	1764	2780	1918
BMS1P20	399	330	598	203	646	165
ZNF280B	15	15	33	6	38	4
PRAME	0	0	0	0	0	0
LL22NC03-63E9.3	1	1	1	0	1	0
POM121L1P	1	0	0	1	0	2
MIR650	1	1	1	2	0	3
MIR5571	0	0	0	0	0	0
IGLL5	50	4	69	2	73	2
GNAZ	0	0	0	0	0	0
RAB36	3	3	2	5	2	6
BCR	808	400	290	1367	238	2304
FBXW4P1	218	148	154	226	144	270
CES5AP1	0	2	0	0	1	0
ZDHHC8P1	1	0	0	3	0	4
LOC388882	0	0	0	0	0	1
IGLL1	56	3	49	4	48	4
DRICH1	0	0	0	0	0	0
GUSBP11	464	802	552	652	570	597
RGL4	2	22	4	12	4	9
ZNF70	102	102	81	135	78	152
VPREB3	271	27	244	31	239	33
C22orf15	0	0	0	0	0	0
CHCHD10	3	8	8	3	9	1
MMP11	0	0	0	0	0	0
SMARCB1	55	42	64	35	66	32
DERL3	0	0	0	0	0	0
SLC2A11	4	5	3	6	3	6
MIF-AS1	2	32	3	27	3	25
DDTL	1	0	0	0	0	2
DDT	0	0	1	0	1	0
LOC391322	0	1	0	0	0	0
GSTT1	7	10	4	19	3	26
GSTTP2	0	0	0	1	0	2
CABIN1	144	191	193	134	205	115
SUSD2	0	0	0	0	0	0
GGT5	9	10	2	43	2	78
POM121L9P	1	0	0	2	0	3
SPECC1L-ADORA2A	0	2	0	0	0	0
SPECC1L	66	21	33	50	28	72
ADORA2A	0	0	0	1	0	2
ADORA2A-AS1	0	0	0	1	0	2
UPB1	36	12	17	29	15	42
GUCD1	307	95	227	136	214	159
SNRPD3	118	101	176	63	190	51
GGT1	0	3	0	3	0	3
LRRC75B	19	11	2	113	1	297
BCRP3	4	3	2	7	2	9
POM121L10P	0	7	2	2	2	1
PIWIL3	1	6	0	14	0	19
SGSM1	1	9	3	2	4	1
KIAA1671	0	3	0	2	0	1
LOC100128531	1	1	1	0	1	0
CRYBB2	0	1	0	0	0	0
LRP5L	0	0	0	1	0	1
CRYBB2P1	9	15	4	33	4	46
MIR6817	0	0	0	0	0	0
ADRBK2	178	121	133	171	125	199
MYO18B	579	1078	520	1227	509	1296
SEZ6L	1	0	0	0	0	1
ASPHD2	1	1	0	7	0	13
HPS4	161	437	210	318	221	278
SRRD	69	35	53	49	51	55
TFIP11	815	562	723	648	707	688
TPST2	69	119	27	360	23	576
MIR548J	0	0	0	0	0	1
CRYBB1	0	0	0	1	0	1
CRYBA4	0	0	0	0	0	0
MIAT	70	543	123	277	137	208
MIATNB	0	4	3	0	4	0
LINC01422	0	0	0	0	0	0
MN1	0	4	0	3	0	3
PITPNB	1189	978	1132	1037	1122	1063
TTC28-AS1	0	9	3	2	3	1
